,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
92,40367278,jack's pizza and pasta,queens,21249,26 avenue,11360,7184235484,Pizza/Italian,2016-03-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,Cycle Inspection / Initial Inspection,21249 26 ave,11360,3.0,$,pizza
93,40367278,jack's pizza and pasta,queens,21249,26 avenue,11360,7184235484,Pizza/Italian,2017-02-27,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18.0,Cycle Inspection / Initial Inspection,21249 26 ave,11360,3.0,$,pizza
94,40367278,jack's pizza and pasta,queens,21249,26 avenue,11360,7184235484,Pizza/Italian,2017-04-12,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,Cycle Inspection / Re-inspection,21249 26 ave,11360,3.0,$,pizza
95,40367278,jack's pizza and pasta,queens,21249,26 avenue,11360,7184235484,Pizza/Italian,2018-02-14,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Initial Inspection,21249 26 ave,11360,3.0,$,pizza
96,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2015-10-21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,23.0,Cycle Inspection / Initial Inspection,6946 myrtle ave,11385,4.0,$$,german
97,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2015-11-05,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19.0,Cycle Inspection / Re-inspection,6946 myrtle ave,11385,4.0,$$,german
98,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2016-06-09,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Initial Inspection,6946 myrtle ave,11385,4.0,$$,german
99,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2017-07-19,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26.0,Cycle Inspection / Initial Inspection,6946 myrtle ave,11385,4.0,$$,german
100,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2017-09-08,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Re-inspection,6946 myrtle ave,11385,4.0,$$,german
101,40367377,zum stammtisch,queens,6946,myrtle avenue,11385,7183863014,German,2018-03-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,Cycle Inspection / Initial Inspection,6946 myrtle ave,11385,4.0,$$,german
102,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2016-03-31,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,Cycle Inspection / Initial Inspection,943 flatbush ave,11226,2.5,$,hotdogs
103,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2016-04-18,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33.0,Cycle Inspection / Re-inspection,943 flatbush ave,11226,2.5,$,hotdogs
104,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2016-04-19,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Reopening Inspection,943 flatbush ave,11226,2.5,$,hotdogs
105,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2016-09-06,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,Cycle Inspection / Initial Inspection,943 flatbush ave,11226,2.5,$,hotdogs
106,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2017-11-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,Cycle Inspection / Initial Inspection,943 flatbush ave,11226,2.5,$,hotdogs
107,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2017-12-01,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,Cycle Inspection / Re-inspection,943 flatbush ave,11226,2.5,$,hotdogs
108,40367790,mcdonald's,brooklyn,943,flatbush avenue,11226,7186935353,Hamburgers,2018-06-12,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Initial Inspection,943 flatbush ave,11226,2.5,$,hotdogs
109,40368207,mill basin kosher deli,brooklyn,5823,avenue t,11234,7182414910,Jewish/Kosher,2016-04-07,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,Cycle Inspection / Initial Inspection,5823 ave t,11234,3.5,$$,delis
110,40368207,mill basin kosher deli,brooklyn,5823,avenue t,11234,7182414910,Jewish/Kosher,2017-06-20,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Initial Inspection,5823 ave t,11234,3.5,$$,delis
111,40368207,mill basin kosher deli,brooklyn,5823,avenue t,11234,7182414910,Jewish/Kosher,2018-05-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,Cycle Inspection / Initial Inspection,5823 ave t,11234,3.5,$$,delis
112,40368338,brady's bar,manhattan,1583,2 avenue,10028,2128616070,American,2016-03-28,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10.0,Cycle Inspection / Initial Inspection,1583 2 ave,10028,3.5,$,bars
113,40368338,brady's bar,manhattan,1583,2 avenue,10028,2128616070,American,2017-06-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,Cycle Inspection / Initial Inspection,1583 2 ave,10028,3.5,$,bars
114,40368338,brady's bar,manhattan,1583,2 avenue,10028,2128616070,American,2018-05-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,Cycle Inspection / Initial Inspection,1583 2 ave,10028,3.5,$,bars
115,40369724,mcdonald's,queens,10615,71 avenue,11375,7187938181,Hamburgers,2016-04-26,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7.0,Cycle Inspection / Initial Inspection,10615 71 ave,11375,2.0,$,hotdogs
116,40369724,mcdonald's,queens,10615,71 avenue,11375,7187938181,Hamburgers,2017-06-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Initial Inspection,10615 71 ave,11375,2.0,$,hotdogs
117,40369724,mcdonald's,queens,10615,71 avenue,11375,7187938181,Hamburgers,2018-05-16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,Cycle Inspection / Initial Inspection,10615 71 ave,11375,2.0,$,hotdogs
118,40369782,mcdonald's,brooklyn,701,utica avenue,11203,7187780023,Hamburgers,2015-05-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,Cycle Inspection / Initial Inspection,701 utica ave,11203,2.5,$,hotdogs
119,40369782,mcdonald's,brooklyn,701,utica avenue,11203,7187780023,Hamburgers,2016-05-06,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,701 utica ave,11203,2.5,$,hotdogs
120,40369782,mcdonald's,brooklyn,701,utica avenue,11203,7187780023,Hamburgers,2017-07-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21.0,Cycle Inspection / Initial Inspection,701 utica ave,11203,2.5,$,hotdogs
121,40369782,mcdonald's,brooklyn,701,utica avenue,11203,7187780023,Hamburgers,2017-11-22,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34.0,Cycle Inspection / Re-inspection,701 utica ave,11203,2.5,$,hotdogs
122,40369782,mcdonald's,brooklyn,701,utica avenue,11203,7187780023,Hamburgers,2018-04-11,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,Cycle Inspection / Initial Inspection,701 utica ave,11203,2.5,$,hotdogs
123,40372196,mcdonald's,bronx,3660,east tremont avenue,10465,7188281430,Hamburgers,2016-05-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,Cycle Inspection / Initial Inspection,3660 e tremont ave,10465,2.5,$,hotdogs
124,40372196,mcdonald's,bronx,3660,east tremont avenue,10465,7188281430,Hamburgers,2017-07-18,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6.0,Cycle Inspection / Initial Inspection,3660 e tremont ave,10465,2.5,$,hotdogs
125,40372196,mcdonald's,bronx,3660,east tremont avenue,10465,7188281430,Hamburgers,2017-08-17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,Cycle Inspection / Re-inspection,3660 e tremont ave,10465,2.5,$,hotdogs
